ticket_type,priority,urgency,category_level_1,category_level_2,category_level_3,location,entity,service_label,origin,created_hour,created_day_of_week,is_weekend,description_length,is_long_resolution
Incident,5,3 - Faible,Incidents,Application métier,ITEX,ORLEANS,TEXA,,Téléphone,12,1,False,44,False
Incident,4,2 - Moyenne,Incidents,Matériel,Informatiques,NIORT,TEXA SERVICES,,Self Service,12,1,False,162,False
Incident,4,3 - Faible,Incidents,Matériel,Imprimante,RENNES,TEXA,,Téléphone,12,1,False,273,False
Incident,4,3 - Faible,Incidents,Logiciel Bureautique,Office365,LILLE,TEXA,,Téléphone,11,1,False,52,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,LYON,GEOP,,Téléphone,11,1,False,587,False
Incident,1,1 - Haute,Incidents,Matériel,Informatiques,-,TEXA,,Téléphone,11,1,False,874,True
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,EXTERNE,,Kiosque IT,11,1,False,38,False
Incident,4,3 - Faible,Incidents,Application métier,ITEX,AVIGNON,TEXA SERVICES,,Self Service,11,1,False,808,True
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,Vitrolles,CLE,,Self Service,11,1,False,281,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,NANCY,TEXA SERVICES,,Téléphone,11,1,False,43,False
Incident,4,2 - Moyenne,Incidents,Matériel,Informatiques,DIJON,TEXA SERVICES,,Self Service,10,1,False,285,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,TEXA,,Téléphone,10,1,False,82,False
Incident,3,1 - Haute,Incidents,Application métier,ITEX,ORLEANS,VOXENS,,Self Service,10,1,False,295,False
Incident,3,1 - Haute,Incidents,Application métier,ITEX,PLATEFORME NORD EST,TEXA,,Self Service,10,1,False,207,False
Incident,5,3 - Faible,Incidents,Application métier,Ringover,-,TEXA,,Téléphone,10,1,False,73,False
Incident,2,1 - Haute,Incidents,Application métier,ITEX,BOURGES CNG,TEXA,,Self Service,9,1,False,265,True
Incident,5,3 - Faible,Incidents,Systéme,Windows,REIMS,EURISK,,Téléphone,9,1,False,99,False
Incident,4,3 - Faible,Incidents,Logiciel Bureautique,Office365,BREST,EURISK,,Téléphone,9,1,False,506,False
Incident,1,1 - Haute,Incidents,Systéme,Windows,Vitrolles,CLE,,Téléphone,9,1,False,281,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,TEXA SERVICES,,Téléphone,9,1,False,307,False
Incident,5,3 - Faible,Incidents,Application métier,ITEX MOBILE,ORLEANS CNG,TEXA,,Téléphone,8,1,False,127,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,EURISK,,Téléphone,8,1,False,371,False
Incident,4,3 - Faible,Incidents,Logiciel Bureautique,Office365,DIJON,TEXA,,Téléphone,8,1,False,75,False
Incident,5,3 - Faible,Incidents,Application métier,Ringover,AVIGNON,TEXA,,Téléphone,8,1,False,245,False
Incident,4,3 - Faible,Incidents,Logiciel Bureautique,Office365,-,TEXA SERVICES,,Kiosque IT,8,1,False,138,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,INQUEST,,Kiosque IT,8,1,False,57,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,-,VOXENS,,Self Service,5,1,False,238,True
Incident,4,2 - Moyenne,Incidents,Matériel,Informatiques,MARTINIQUE,TEXA,,Self Service,21,0,False,149,False
Incident,4,2 - Moyenne,Incidents,Application métier,CASSIOPEE,NANTES,CLE,,Self Service,19,0,False,459,False
Incident,3,2 - Moyenne,Incidents,Systéme,Windows Serveur,-,VOXENS,,Self Service,19,0,False,77,False
Incident,3,1 - Haute,Incidents,Portail,,-,STELLIANT,,Self Service,17,0,False,4,False
Incident,3,1 - Haute,Incidents,Portail,,-,STELLIANT,,Self Service,17,0,False,9,False
Incident,4,3 - Faible,Incidents,Systéme,Windows Serveur,-,TEXA,,Téléphone,17,0,False,38,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX MOBILE,BREST,TEXA,,Self Service,17,0,False,226,False
Incident,5,3 - Faible,Incidents,Application métier,ITEX MOBILE,BREST,TEXA,,Téléphone,16,0,False,389,True
Incident,5,3 - Faible,Incidents,Réseau,Mobile,-,EURISK,,Téléphone,16,0,False,115,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,CREIL,TEXA,,Self Service,16,0,False,222,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,BAYONNE,TEXA,,Self Service,16,0,False,137,False
Incident,4,3 - Faible,Incidents,Logiciel Bureautique,Office365,MARTINIQUE,TEXA,,Téléphone,16,0,False,417,False
Incident,2,1 - Haute,Incidents,Application métier,MICROSOFT DYNAMICS AX,-,GMC,,Self Service,16,0,False,148,True
Incident,3,2 - Moyenne,Incidents,Logiciel Bureautique,Office365,BOURGES CNG,TEXA,,Self Service,16,0,False,27,True
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,-,EXTERNE,,Self Service,16,0,False,297,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,NIORT,TEXA SERVICES,,Téléphone,15,0,False,392,False
Incident,3,2 - Moyenne,Incidents,Logiciel Bureautique,Office365,BREST,TEXA,,Self Service,15,0,False,206,False
Incident,2,1 - Haute,Incidents,Application métier,GMC Soft,-,TGS,,Self Service,14,0,False,50,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,NANTES,GMC,,Self Service,14,0,False,95,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,ORLEANS CNG,TEXA SERVICES,,Self Service,14,0,False,115,False
Incident,5,3 - Faible,Incidents,Sécurité,MFA,CLERMONT FERRAND,TEXA,,Téléphone,14,0,False,148,False
Incident,3,2 - Moyenne,Incidents,Application métier,SALESFORCE,-,EMTS,,Contact direct,14,0,False,168,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,BOURGES CNG,TEXA SERVICES,,Téléphone,14,0,False,160,False
Incident,3,2 - Moyenne,Incidents,Systéme,Windows Serveur,RENNES,GEOP,,Self Service,14,0,False,252,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,GMC,,Téléphone,14,0,False,37,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,RENNES,TEXA_SERVICES,,Téléphone,14,0,False,103,False
Incident,4,3 - Faible,Incidents,Logiciel Bureautique,Office365,MARTINIQUE,TEXA,,Téléphone,13,0,False,59,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX MOBILE,ORLEANS,TEXA,,Self Service,13,0,False,452,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,BOURGES CNG,TEXA SERVICES,,Téléphone,13,0,False,437,True
Incident,5,3 - Faible,Incidents,Systéme,Windows,GRENOBLE,EURISK,,Téléphone,12,0,False,476,False
Incident,4,3 - Faible,Incidents,Logiciel Bureautique,Office365,ANGERS,TEXA,,Téléphone,12,0,False,287,False
Incident,4,3 - Faible,Incidents,Logiciel Bureautique,Office365,-,TEXA,,Téléphone,11,0,False,81,False
Incident,4,2 - Moyenne,Incidents,Portail,,-,GMC,,Self Service,11,0,False,252,False
Incident,4,2 - Moyenne,Incidents,Portail,,-,GMC,,Self Service,11,0,False,108,False
Incident,4,2 - Moyenne,Incidents,Portail,,-,GMC,,Self Service,11,0,False,130,False
Incident,5,3 - Faible,Incidents,Application métier,MICROSOFT DYNAMICS AX,-,TGS,,Téléphone,11,0,False,288,False
Incident,4,2 - Moyenne,Incidents,Portail,,Vitrolles,GMC,,Self Service,11,0,False,121,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,-,TEXA,,Self Service,11,0,False,283,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,VOXENS,,Self Service,10,0,False,108,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,STELLIANT,,Téléphone,10,0,False,570,False
Incident,3,1 - Haute,Incidents,Sécurité,Alerte Sentinel,-,GEOSYNTHESE,,Téléphone,10,0,False,344,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,ORLEANS,VOXENS,,Self Service,10,0,False,115,False
Incident,3,1 - Haute,Incidents,Application métier,ITEX,-,GMC,,Self Service,10,0,False,86,False
Incident,4,2 - Moyenne,Incidents,Matériel,Informatiques,GRENOBLE,CLE,,Self Service,9,0,False,190,False
Incident,5,3 - Faible,Incidents,Application métier,ITEX,NANCY,TEXA SERVICES,,Téléphone,9,0,False,89,False
Incident,4,2 - Moyenne,Incidents,Logiciel Bureautique,Office365,GRENOBLE,CLE,,Self Service,9,0,False,112,False
Incident,5,3 - Faible,Incidents,Sécurité,Filtrage URL,BOURGES CNG,TEXA SERVICES,,Téléphone,9,0,False,368,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,DIJON,TEXA,,Téléphone,9,0,False,142,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,TOULOUSE,TGS,,Téléphone,9,0,False,102,False
Incident,5,3 - Faible,Incidents,Application métier,OPTIM,BOURGES CNG,TEXA,,Téléphone,9,0,False,95,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,INQUEST,,Téléphone,9,0,False,140,False
Incident,5,3 - Faible,Incidents,Matériel,Informatiques,-,CLE,,Téléphone,9,0,False,459,False
Incident,5,3 - Faible,Incidents,Sécurité,MFA,RENNES,CLE,,Téléphone,9,0,False,170,False
Incident,5,3 - Faible,Incidents,Matériel,Informatiques,AVIGNON,GEOP,,Téléphone,9,0,False,111,True
Incident,5,3 - Faible,Incidents,Application métier,Ringover,-,TEXA,,Téléphone,8,0,False,38,False
Incident,3,1 - Haute,Incidents,Matériel,Informatiques,TOULOUSE,TEXA,,Self Service,8,0,False,232,True
Incident,3,1 - Haute,Incidents,Réseau,Wifi,ORLEANS CNG,CELLINKS,,Téléphone,8,0,False,688,False
Incident,5,3 - Faible,Incidents,Réseau,Mobile,BREST,TEXA,,Téléphone,8,0,False,70,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,ORLEANS CNG,CELLINKS,,Téléphone,8,0,False,58,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,AVIGNON,TEXA,,Self Service,8,0,False,134,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,GEOP ST-OUEN,GEOP,,Téléphone,8,0,False,134,False
Incident,5,3 - Faible,Incidents,Sécurité,MFA,ORLEANS,VOXENS,,Téléphone,8,0,False,158,False
Incident,4,2 - Moyenne,Incidents,Application métier,Ringover,NANCY,TEXA SERVICES,,Self Service,8,0,False,34,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,PHENIX,,Téléphone,8,0,False,117,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,VALENCE,CLE EXPERTISES,,Téléphone,8,0,False,36,True
Incident,5,3 - Faible,Incidents,Systéme,Windows,GEOP ST-OUEN,GEOP,,Téléphone,8,0,False,79,False
Incident,4,2 - Moyenne,Incidents,Matériel,Informatiques,-,EURISK,,Self Service,7,0,False,118,False
Incident,4,2 - Moyenne,Incidents,Portail,,MONACO,TEXA,,Self Service,15,4,False,208,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,VOXENS,,Self Service,21,3,False,98,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,-,VOXENS,,Self Service,18,3,False,93,False
Incident,4,3 - Faible,Incidents,Logiciel Bureautique,Office365,-,TEXA SERVICES,,Téléphone,18,3,False,411,False
Incident,4,3 - Faible,Incidents,Application métier,Expensya,BORDEAUX,TEXA SERVICES,,Téléphone,17,3,False,103,False
Incident,4,2 - Moyenne,Incidents,Application métier,Ringover,-,CLE_FRANCE,,Self Service,17,3,False,246,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,BOURGES CNG,TEXA SERVICES,,Téléphone,17,3,False,145,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,CREIL,TEXA,,Self Service,16,3,False,31,False
Incident,4,2 - Moyenne,Incidents,Logiciel Bureautique,Office365,BOURGES CNG,TEXA,,Self Service,15,3,False,111,False
Incident,5,3 - Faible,Incidents,Application métier,MICROSOFT DYNAMICS AX,STRASBOURG,TEXA,,Téléphone,15,3,False,307,False
Incident,5,3 - Faible,Incidents,Application métier,Avensys,-,TEXA,,Téléphone,14,3,False,30,False
Incident,5,3 - Faible,Incidents,Application métier,MICROSOFT DYNAMICS AX,-,TEXA,,Téléphone,14,3,False,389,True
Incident,5,3 - Faible,Incidents,Application métier,Ringover,-,TEXA SERVICES,,Téléphone,14,3,False,351,False
Incident,5,3 - Faible,Incidents,Application métier,MICROSOFT DYNAMICS AX,GUADELOUPE,TEXA,,Téléphone,13,3,False,261,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,-,TEXA SERVICES,,Self Service,13,3,False,145,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,EURISK SIEGE TELETRAVAIL,EURISK,,Self Service,13,3,False,503,False
Incident,5,3 - Faible,Incidents,Application métier,Soluce,-,PHENIX,,Téléphone,13,3,False,107,False
Incident,5,3 - Faible,Incidents,Application métier,Avensys,-,TEXA,,Téléphone,13,3,False,38,False
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,TEXA,,Téléphone,13,3,False,38,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,MARSEILLE,TEXA,,Téléphone,12,3,False,237,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,REIMS,TEXA,,Self Service,12,3,False,172,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX MOBILE,-,TEXA,,Self Service,11,3,False,95,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,PHENIX,,Téléphone,11,3,False,121,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,EURISK LILLE,EURISK,,Téléphone,11,3,False,110,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,BOURGES CNG,TEXA,,Self Service,11,3,False,137,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,STRASBOURG,TEXA,,Self Service,11,3,False,513,False
Incident,5,3 - Faible,Incidents,Application métier,Avensys,-,TEXA,,Téléphone,11,3,False,0,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,BOURGES CNG,TEXA,,Self Service,10,3,False,85,False
Incident,5,3 - Faible,Incidents,Matériel,Informatiques,-,TEXA,,Kiosque IT,10,3,False,92,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,Vitrolles,GMC,,Self Service,10,3,False,154,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,CGI,,Téléphone,10,3,False,134,False
Incident,5,3 - Faible,Incidents,Application métier,MICROSOFT DYNAMICS AX,-,TEXA SERVICES,,Téléphone,10,3,False,217,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,BOURGES CNG,TEXA,,Self Service,10,3,False,250,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,MARSEILLE,TEXA,,Self Service,10,3,False,171,False
Incident,3,1 - Haute,Incidents,Application métier,CASSIOPEE,LILLE,TEXA,,Téléphone,9,3,False,355,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,-,GMC,,Self Service,9,3,False,202,False
Incident,4,3 - Faible,Incidents,Systéme,Windows Serveur,ORLEANS,VOXENS,,Téléphone,9,3,False,38,False
Incident,5,3 - Faible,Incidents,Application métier,MICROSOFT DYNAMICS AX,NANTES,TEXA,,Téléphone,9,3,False,24,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,EURISK DIJON,EURISK,,Téléphone,9,3,False,167,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,INQUEST,,Self Service,9,3,False,115,False
Incident,4,3 - Faible,Incidents,Application métier,Expensya,SAINT LO,TEXA,,Téléphone,8,3,False,305,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,ORLEANS,VOXENS,,Self Service,8,3,False,219,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,METZ,CLE,,Self Service,8,3,False,351,False
Incident,4,2 - Moyenne,Incidents,Application métier,Avensys,-,EURISK,,Self Service,8,3,False,176,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,-,VOXENS,,Self Service,19,2,False,97,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,-,VOXENS,,Self Service,17,2,False,148,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,GRENOBLE,TEXA,,Téléphone,17,2,False,339,False
Incident,4,3 - Faible,Incidents,Application métier,Expensya,GRENOBLE,TEXA,,Téléphone,17,2,False,378,True
Incident,3,2 - Moyenne,Incidents,Application métier,Expensya,-,GMC,,Self Service,17,2,False,290,False
Incident,4,2 - Moyenne,Incidents,Matériel,Informatiques,TOULON,TEXA,,Self Service,17,2,False,468,False
Incident,4,2 - Moyenne,Incidents,Application métier,OPTIM,ROUEN,TEXA,,Self Service,16,2,False,54,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,ORLEANS,VOXENS,,Self Service,15,2,False,134,False
Incident,3,2 - Moyenne,Incidents,Portail,,GRENOBLE,TEXA,,Self Service,15,2,False,446,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,NICE,GEOP,,Téléphone,15,2,False,218,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,TROYES,TEXA,,Kiosque IT,15,2,False,126,False
Incident,4,2 - Moyenne,Incidents,Application métier,OPTIM,TOULON,TEXA,,Self Service,15,2,False,141,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,,,Kiosque IT,15,2,False,61,False
Incident,5,3 - Faible,Incidents,Application métier,ESKER,DIJON,TEXA SERVICES,,Téléphone,15,2,False,29,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,TOULON,TEXA,,Self Service,14,2,False,190,False
Incident,5,3 - Faible,Incidents,Application métier,ITEX,MARTINIQUE,TEXA,,Téléphone,14,2,False,183,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,STRASBOURG,TEXA SERVICES,,Self Service,14,2,False,196,False
Incident,4,3 - Faible,Incidents,Systéme,Windows Serveur,-,TEXA,,Téléphone,14,2,False,38,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,VALENCE,TEXA SERVICES,,Self Service,14,2,False,209,False
Incident,4,3 - Faible,Incidents,Systéme,Windows Serveur,LILLE,TEXA,,Téléphone,13,2,False,38,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,GMC,,Téléphone,13,2,False,269,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,MARSEILLE,TEXA,,Self Service,12,2,False,173,False
Incident,4,2 - Moyenne,Incidents,Portail,,-,TEXA,,Self Service,12,2,False,172,False
Incident,3,2 - Moyenne,Incidents,Logiciel Bureautique,Office365,PLATEFORME NORD EST,TEXA,,Self Service,12,2,False,272,False
Incident,5,3 - Faible,Incidents,Application métier,Avensys,DIJON,EURISK,,Téléphone,12,2,False,75,False
Incident,4,3 - Faible,Incidents,Logiciel Bureautique,Office365,BOURGES CNG,TEXA,,Téléphone,12,2,False,80,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,GEOP,,Téléphone,12,2,False,403,False
Incident,4,2 - Moyenne,Incidents,Portail,,DIJON,TEXA SERVICES,,Self Service,11,2,False,302,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,EXTERNE,,Self Service,11,2,False,180,False
Incident,4,3 - Faible,Incidents,Systéme,Windows Serveur,-,TEXA,,Téléphone,11,2,False,38,False
Incident,5,3 - Faible,Incidents,Matériel,Informatiques,-,TEXA,,Kiosque IT,10,2,False,65,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,ROUEN,VOXENS,,Téléphone,10,2,False,63,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,-,TGS,,Self Service,10,2,False,218,False
Incident,5,3 - Faible,Incidents,Réseau,Mobile,EURISK BORDEAUX,EURISK,,Téléphone,10,2,False,133,False
Incident,3,2 - Moyenne,Incidents,Logiciel Bureautique,Office365,TOULON,TEXA,,Self Service,9,2,False,148,False
Incident,5,3 - Faible,Incidents,Application métier,ITEX,-,TEXA,,Téléphone,9,2,False,40,False
Incident,4,3 - Faible,Incidents,Logiciel Bureautique,Office365,BOURGES CNG,TEXA,,Téléphone,9,2,False,177,False
Incident,4,2 - Moyenne,Incidents,Matériel,Informatiques,DIJON,TEXA SERVICES,,Self Service,9,2,False,116,False
Incident,4,2 - Moyenne,Incidents,Réseau,Locale,-,TEXA SERVICES,,Self Service,9,2,False,148,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,ROUEN,VOXENS,,Téléphone,9,2,False,331,False
Incident,5,3 - Faible,Incidents,Réseau,Wifi,ROUEN,TEXA SERVICES,,Téléphone,9,2,False,733,True
Incident,3,2 - Moyenne,Incidents,Logiciel Bureautique,Office365,BOURGES CNG,TEXA,,Self Service,9,2,False,134,False
Incident,3,2 - Moyenne,Incidents,Logiciel Bureautique,Office365,ORLEANS,VOXENS,,Self Service,9,2,False,539,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,TOURS,TEXA,,Self Service,9,2,False,66,False
Incident,4,3 - Faible,Incidents,Logiciel Bureautique,Office365,-,EURISK,,Téléphone,9,2,False,303,False
Incident,4,3 - Faible,Incidents,Systéme,Windows Serveur,ORLEANS,VOXENS,,Téléphone,9,2,False,146,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,EURISK SIEGE TELETRAVAIL,EURISK,,Téléphone,8,2,False,154,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,PHENIX,,Téléphone,8,2,False,62,False
Incident,4,2 - Moyenne,Incidents,Application métier,VEOS,ORLEANS CNG,CELLINKS,,Self Service,8,2,False,139,False
Incident,4,3 - Faible,Incidents,Systéme,Windows Serveur,-,GEOSYNTHESE,,Téléphone,8,2,False,248,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,BOURGES CNG,TEXA,,Téléphone,8,2,False,325,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,VALENCE,CLE EXPERTISES,,Téléphone,8,2,False,303,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,PHENIX,,Self Service,20,1,False,83,False
Incident,4,2 - Moyenne,Incidents,Application métier,Avensys,RENNES,CLE,,Self Service,18,1,False,7,False
Incident,4,2 - Moyenne,Incidents,Application métier,Avensys,RENNES,CLE,,Self Service,18,1,False,7,False
Incident,5,3 - Faible,Incidents,Application métier,ITEX MOBILE,CREIL,TEXA,,Téléphone,17,1,False,136,True
